year, Crop                                                                                                                              , Yield_kg_per_ha, rainfall_mean     , rainfall_std      , rainfall_total, rainfall_deviation
2020, "Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw                                                                    ",          2931.3, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw                                                                    ",          2918.8, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw                                                                    ",          2764.0, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw                                                                    ",          3265.3, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8659.2, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8617.3, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8577.9, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8500.0, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8500.0, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8473.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8428.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8466.4, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8454.4, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8424.8, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8390.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8700.2, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8504.6, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8531.0, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Chillies and peppers, green (Capsicum spp. and Pimenta spp.)                                                                    ",          8578.4, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Cocoa beans                                                                                                                       ,           347.1, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Cocoa beans                                                                                                                       ,           278.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Cocoa beans                                                                                                                       ,           254.9, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Cocoa beans                                                                                                                       ,           206.3, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Cocoa beans                                                                                                                       ,           197.0, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Cocoa beans                                                                                                                       ,           211.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Cocoa beans                                                                                                                       ,           205.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Cocoa beans                                                                                                                       ,           209.9, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Cocoa beans                                                                                                                       ,           228.9, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Cocoa beans                                                                                                                       ,           224.7, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Cocoa beans                                                                                                                       ,           255.3, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Cocoa beans                                                                                                                       ,           265.3, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Cocoa beans                                                                                                                       ,           262.1, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Cocoa beans                                                                                                                       ,           264.2, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Cocoa beans                                                                                                                       ,           275.2, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Coconuts, in shell                                                                                                              ",          5711.4, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Coconuts, in shell                                                                                                              ",          5717.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Coconuts, in shell                                                                                                              ",          4964.2, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Coconuts, in shell                                                                                                              ",          4941.5, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Coconuts, in shell                                                                                                              ",          5574.8, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Coconuts, in shell                                                                                                              ",          5607.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Coconuts, in shell                                                                                                              ",          5367.3, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Coconuts, in shell                                                                                                              ",          5448.8, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Coconuts, in shell                                                                                                              ",          5366.1, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Coconuts, in shell                                                                                                              ",          7826.9, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Coconuts, in shell                                                                                                              ",          6825.7, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Coconuts, in shell                                                                                                              ",          6445.5, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Coconuts, in shell                                                                                                              ",          6503.4, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Coconuts, in shell                                                                                                              ",          6182.5, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Coconuts, in shell                                                                                                              ",          6220.0, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Coffee, green                                                                                                                   ",           748.4, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Coffee, green                                                                                                                   ",           814.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Coffee, green                                                                                                                   ",           837.8, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Coffee, green                                                                                                                   ",           851.7, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Coffee, green                                                                                                                   ",           845.6, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Coffee, green                                                                                                                   ",           798.6, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Coffee, green                                                                                                                   ",           772.6, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Coffee, green                                                                                                                   ",           801.0, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Coffee, green                                                                                                                   ",           694.3, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Coffee, green                                                                                                                   ",           765.1, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Coffee, green                                                                                                                   ",           766.7, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Coffee, green                                                                                                                   ",           712.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Coffee, green                                                                                                                   ",           789.7, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Coffee, green                                                                                                                   ",           774.2, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Coffee, green                                                                                                                   ",           760.2, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Cucumbers and gherkins                                                                                                            ,          6425.8, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Cucumbers and gherkins                                                                                                            ,          6405.2, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Cucumbers and gherkins                                                                                                            ,          6386.3, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Cucumbers and gherkins                                                                                                            ,          6339.6, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Cucumbers and gherkins                                                                                                            ,          6339.6, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Cucumbers and gherkins                                                                                                            ,          6331.5, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Cucumbers and gherkins                                                                                                            ,          6325.8, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Cucumbers and gherkins                                                                                                            ,          6332.2, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Cucumbers and gherkins                                                                                                            ,          6322.5, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Cucumbers and gherkins                                                                                                            ,          6303.6, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Cucumbers and gherkins                                                                                                            ,          6281.1, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Cucumbers and gherkins                                                                                                            ,          6490.1, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Cucumbers and gherkins                                                                                                            ,          6357.9, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Cucumbers and gherkins                                                                                                            ,          6375.9, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Cucumbers and gherkins                                                                                                            ,          6407.8, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Eggplants (aubergines)                                                                                                            ,         17287.4, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Eggplants (aubergines)                                                                                                            ,         17248.5, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Eggplants (aubergines)                                                                                                            ,         17494.1, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Eggplants (aubergines)                                                                                                            ,         18257.2, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Eggplants (aubergines)                                                                                                            ,         18620.5, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Eggplants (aubergines)                                                                                                            ,         19060.4, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Eggplants (aubergines)                                                                                                            ,         18705.8, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Eggplants (aubergines)                                                                                                            ,         18876.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Eggplants (aubergines)                                                                                                            ,         17066.8, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Eggplants (aubergines)                                                                                                            ,         17535.6, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Eggplants (aubergines)                                                                                                            ,         17441.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Eggplants (aubergines)                                                                                                            ,         17045.7, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Eggplants (aubergines)                                                                                                            ,         17188.3, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Eggplants (aubergines)                                                                                                            ,         18911.1, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Eggplants (aubergines)                                                                                                            ,         18784.1, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Figs                                                                                                                              ,          2436.2, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Figs                                                                                                                              ,          2456.7, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Figs                                                                                                                              ,          2477.2, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Figs                                                                                                                              ,          2497.7, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Figs                                                                                                                              ,          2518.2, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Figs                                                                                                                              ,          2525.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Figs                                                                                                                              ,          2530.3, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Figs                                                                                                                              ,          2540.7, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Figs                                                                                                                              ,          2552.3, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Figs                                                                                                                              ,          2560.8, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Figs                                                                                                                              ,          2568.9, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Figs                                                                                                                              ,          2584.0, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Figs                                                                                                                              ,          2523.3, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Figs                                                                                                                              ,          2516.7, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Figs                                                                                                                              ,          2507.8, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Ginger, raw                                                                                                                     ",          3498.7, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Ginger, raw                                                                                                                     ",          3583.1, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Ginger, raw                                                                                                                     ",          4708.2, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Ginger, raw                                                                                                                     ",          4877.4, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Ginger, raw                                                                                                                     ",          5022.1, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Ginger, raw                                                                                                                     ",          4924.8, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Ginger, raw                                                                                                                     ",          5352.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Ginger, raw                                                                                                                     ",          6721.2, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Ginger, raw                                                                                                                     ",          6369.0, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Ginger, raw                                                                                                                     ",         10678.8, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Ginger, raw                                                                                                                     ",         10902.4, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Ginger, raw                                                                                                                     ",         10494.4, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Ginger, raw                                                                                                                     ",         10853.7, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Ginger, raw                                                                                                                     ",         11497.4, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Ginger, raw                                                                                                                     ",         11523.6, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Grapes                                                                                                                            ,         23475.0, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Grapes                                                                                                                            ,          8277.3, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Grapes                                                                                                                            ,         11126.1, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Grapes                                                                                                                            ,         19146.6, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Grapes                                                                                                                            ,         21042.4, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Grapes                                                                                                                            ,         21773.1, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Grapes                                                                                                                            ,         21683.3, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Grapes                                                                                                                            ,         21229.5, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Grapes                                                                                                                            ,         21328.5, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Grapes                                                                                                                            ,         21007.2, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Grapes                                                                                                                            ,         21721.4, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Grapes                                                                                                                            ,         21206.7, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Grapes                                                                                                                            ,         21664.5, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Grapes                                                                                                                            ,         20865.0, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Grapes                                                                                                                            ,         22130.2, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Green garlic                                                                                                                      ,          5000.3, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Green garlic                                                                                                                      ,          5058.7, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Green garlic                                                                                                                      ,          5273.2, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Green garlic                                                                                                                      ,          5074.4, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Green garlic                                                                                                                      ,          5076.6, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Green garlic                                                                                                                      ,          5419.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Green garlic                                                                                                                      ,          5438.9, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Green garlic                                                                                                                      ,          5754.4, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Green garlic                                                                                                                      ,          5274.1, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Green garlic                                                                                                                      ,          5082.0, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Green garlic                                                                                                                      ,          8128.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Green garlic                                                                                                                      ,          8309.7, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Green garlic                                                                                                                      ,          8137.8, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Green garlic                                                                                                                      ,          8162.8, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Green garlic                                                                                                                      ,          7994.0, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Groundnuts, excluding shelled                                                                                                   ",           991.1, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Groundnuts, excluding shelled                                                                                                   ",          1410.4, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Groundnuts, excluding shelled                                                                                                   ",          1311.5, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Groundnuts, excluding shelled                                                                                                   ",           984.3, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Groundnuts, excluding shelled                                                                                                   ",          1720.6, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Groundnuts, excluding shelled                                                                                                   ",          1579.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Groundnuts, excluding shelled                                                                                                   ",          1476.5, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Groundnuts, excluding shelled                                                                                                   ",          1405.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Groundnuts, excluding shelled                                                                                                   ",          1397.8, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Groundnuts, excluding shelled                                                                                                   ",          1893.0, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Groundnuts, excluding shelled                                                                                                   ",          1422.0, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Groundnuts, excluding shelled                                                                                                   ",          2062.5, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Groundnuts, excluding shelled                                                                                                   ",          1703.1, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Groundnuts, excluding shelled                                                                                                   ",          1776.6, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Groundnuts, excluding shelled                                                                                                   ",          2075.5, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Jute, raw or retted                                                                                                             ",          2492.0, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Jute, raw or retted                                                                                                             ",          2343.7, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Jute, raw or retted                                                                                                             ",          2450.5, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Jute, raw or retted                                                                                                             ",          2390.0, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Jute, raw or retted                                                                                                             ",          2430.0, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Jute, raw or retted                                                                                                             ",          2655.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Jute, raw or retted                                                                                                             ",          2314.6, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Jute, raw or retted                                                                                                             ",          2519.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Jute, raw or retted                                                                                                             ",          2659.5, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Jute, raw or retted                                                                                                             ",          2517.5, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Jute, raw or retted                                                                                                             ",          2569.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Jute, raw or retted                                                                                                             ",          2706.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Jute, raw or retted                                                                                                             ",          2591.5, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Jute, raw or retted                                                                                                             ",          2792.5, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Jute, raw or retted                                                                                                             ",          2613.6, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1096.5, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1223.0, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1271.4, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1298.9, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1080.0, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1176.7, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1216.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1152.7, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1180.7, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1182.1, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1171.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Kenaf, and other textile bast fibres, raw or retted                                                                             ",          1178.1, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
