year, Crop                                                                                                                              , Yield_kg_per_ha, rainfall_mean     , rainfall_std      , rainfall_total, rainfall_deviation
2009, Oranges                                                                                                                           ,          9233.2, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Oranges                                                                                                                           ,          9451.0, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Oranges                                                                                                                           ,          8382.2, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Oranges                                                                                                                           ,          7604.9, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Oranges                                                                                                                           ,         10897.8, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Oranges                                                                                                                           ,         11600.0, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Oranges                                                                                                                           ,         15378.2, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Oranges                                                                                                                           ,         14213.1, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Oranges                                                                                                                           ,         16801.0, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Oranges                                                                                                                           ,         17654.1, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Oranges                                                                                                                           ,         16801.0, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Oranges                                                                                                                           ,         17654.1, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Oranges                                                                                                                           ,         17465.2, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Oranges                                                                                                                           ,         17083.3, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Oranges                                                                                                                           ,         17000.0, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other beans, green                                                                                                              ",          2792.7, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other beans, green                                                                                                              ",          2795.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other beans, green                                                                                                              ",          2798.3, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other beans, green                                                                                                              ",          2818.2, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other beans, green                                                                                                              ",          2818.2, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other beans, green                                                                                                              ",          2818.8, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other beans, green                                                                                                              ",          2826.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other beans, green                                                                                                              ",          2821.1, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other beans, green                                                                                                              ",          2826.6, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other beans, green                                                                                                              ",          2831.9, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other beans, green                                                                                                              ",          2835.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other beans, green                                                                                                              ",          2841.2, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other beans, green                                                                                                              ",          2836.3, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other beans, green                                                                                                              ",          2837.7, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other beans, green                                                                                                              ",          2838.4, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6573.4, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6686.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6800.0, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6816.2, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          7008.7, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          7098.1, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          7192.4, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6863.6, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          7057.0, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          7175.4, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6844.4, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6857.1, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6957.5, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6886.2, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Other berries and fruits of the genus vaccinium n.e.c.                                                                            ,          6900.1, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other citrus fruit, n.e.c.                                                                                                      ",         12508.9, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other citrus fruit, n.e.c.                                                                                                      ",         12409.5, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other citrus fruit, n.e.c.                                                                                                      ",         12531.9, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other citrus fruit, n.e.c.                                                                                                      ",         12558.4, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other citrus fruit, n.e.c.                                                                                                      ",         12573.5, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other citrus fruit, n.e.c.                                                                                                      ",         13078.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other citrus fruit, n.e.c.                                                                                                      ",         13025.0, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other citrus fruit, n.e.c.                                                                                                      ",         11839.5, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other citrus fruit, n.e.c.                                                                                                      ",         10352.9, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other citrus fruit, n.e.c.                                                                                                      ",         10000.0, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other citrus fruit, n.e.c.                                                                                                      ",          9125.0, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other citrus fruit, n.e.c.                                                                                                      ",          6089.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other citrus fruit, n.e.c.                                                                                                      ",          6350.6, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other citrus fruit, n.e.c.                                                                                                      ",          7592.2, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other citrus fruit, n.e.c.                                                                                                      ",          7350.5, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other fruits, n.e.c.                                                                                                            ",          6679.6, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other fruits, n.e.c.                                                                                                            ",          6516.7, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other fruits, n.e.c.                                                                                                            ",          5994.5, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other fruits, n.e.c.                                                                                                            ",          5946.5, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other fruits, n.e.c.                                                                                                            ",          6644.1, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other fruits, n.e.c.                                                                                                            ",          6652.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other fruits, n.e.c.                                                                                                            ",          7525.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other fruits, n.e.c.                                                                                                            ",          8065.8, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other fruits, n.e.c.                                                                                                            ",          9490.1, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other fruits, n.e.c.                                                                                                            ",          9087.4, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other fruits, n.e.c.                                                                                                            ",          9106.7, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other fruits, n.e.c.                                                                                                            ",          8438.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other fruits, n.e.c.                                                                                                            ",          8289.7, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other fruits, n.e.c.                                                                                                            ",          8567.1, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other fruits, n.e.c.                                                                                                            ",          8655.7, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other oil seeds, n.e.c.                                                                                                         ",           266.3, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other oil seeds, n.e.c.                                                                                                         ",           277.8, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other oil seeds, n.e.c.                                                                                                         ",           316.1, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other oil seeds, n.e.c.                                                                                                         ",           323.8, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other oil seeds, n.e.c.                                                                                                         ",           328.0, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other oil seeds, n.e.c.                                                                                                         ",           324.8, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other oil seeds, n.e.c.                                                                                                         ",           293.7, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other oil seeds, n.e.c.                                                                                                         ",           302.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other oil seeds, n.e.c.                                                                                                         ",           309.2, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other oil seeds, n.e.c.                                                                                                         ",           310.8, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other oil seeds, n.e.c.                                                                                                         ",           311.4, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other oil seeds, n.e.c.                                                                                                         ",           311.7, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other oil seeds, n.e.c.                                                                                                         ",           312.4, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other oil seeds, n.e.c.                                                                                                         ",           313.1, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other oil seeds, n.e.c.                                                                                                         ",           313.8, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Other pulses n.e.c.                                                                                                               ,           432.1, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Other pulses n.e.c.                                                                                                               ,           424.2, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Other pulses n.e.c.                                                                                                               ,           411.8, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Other pulses n.e.c.                                                                                                               ,           436.4, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Other pulses n.e.c.                                                                                                               ,           496.4, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Other pulses n.e.c.                                                                                                               ,           513.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Other pulses n.e.c.                                                                                                               ,           459.5, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Other pulses n.e.c.                                                                                                               ,           444.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Other pulses n.e.c.                                                                                                               ,           440.3, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Other pulses n.e.c.                                                                                                               ,           438.5, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Other pulses n.e.c.                                                                                                               ,           439.4, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Other pulses n.e.c.                                                                                                               ,           437.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Other pulses n.e.c.                                                                                                               ,           438.5, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Other pulses n.e.c.                                                                                                               ,           438.5, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Other pulses n.e.c.                                                                                                               ,           438.2, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          1903.3, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2032.7, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2189.0, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2020.3, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2026.8, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2211.8, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          1753.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          1989.6, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          3026.6, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          1631.6, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          1740.3, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2013.5, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2205.9, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2117.0, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other stimulant, spice and aromatic crops, n.e.c.                                                                               ",          2114.0, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Other stone fruits                                                                                                                ,          3278.6, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Other stone fruits                                                                                                                ,          3392.4, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Other stone fruits                                                                                                                ,          3446.0, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Other stone fruits                                                                                                                ,          3536.8, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Other stone fruits                                                                                                                ,          3634.7, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Other stone fruits                                                                                                                ,          3717.1, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Other stone fruits                                                                                                                ,          3799.1, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Other stone fruits                                                                                                                ,          3885.2, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Other stone fruits                                                                                                                ,          3972.2, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Other stone fruits                                                                                                                ,          4058.4, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Other stone fruits                                                                                                                ,          3941.2, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Other stone fruits                                                                                                                ,          3958.6, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Other stone fruits                                                                                                                ,          3952.1, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Other stone fruits                                                                                                                ,          3919.2, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Other stone fruits                                                                                                                ,          3913.8, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other tropical fruits, n.e.c.                                                                                                   ",          9261.6, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other tropical fruits, n.e.c.                                                                                                   ",          9716.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other tropical fruits, n.e.c.                                                                                                   ",          9893.9, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other tropical fruits, n.e.c.                                                                                                   ",          9663.1, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other tropical fruits, n.e.c.                                                                                                   ",         10917.2, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other tropical fruits, n.e.c.                                                                                                   ",         11329.9, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other tropical fruits, n.e.c.                                                                                                   ",         13411.9, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other tropical fruits, n.e.c.                                                                                                   ",         13055.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other tropical fruits, n.e.c.                                                                                                   ",         12455.8, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other tropical fruits, n.e.c.                                                                                                   ",         13030.8, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other tropical fruits, n.e.c.                                                                                                   ",         13317.7, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other tropical fruits, n.e.c.                                                                                                   ",         12810.4, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other tropical fruits, n.e.c.                                                                                                   ",         13040.5, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other tropical fruits, n.e.c.                                                                                                   ",         13081.7, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other tropical fruits, n.e.c.                                                                                                   ",         13020.2, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, "Other vegetables, fresh n.e.c.                                                                                                  ",         12308.3, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, "Other vegetables, fresh n.e.c.                                                                                                  ",         13603.8, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, "Other vegetables, fresh n.e.c.                                                                                                  ",         13229.5, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, "Other vegetables, fresh n.e.c.                                                                                                  ",         12950.3, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, "Other vegetables, fresh n.e.c.                                                                                                  ",         11798.6, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, "Other vegetables, fresh n.e.c.                                                                                                  ",         14044.2, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, "Other vegetables, fresh n.e.c.                                                                                                  ",         14005.5, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, "Other vegetables, fresh n.e.c.                                                                                                  ",         13735.5, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, "Other vegetables, fresh n.e.c.                                                                                                  ",         13829.1, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, "Other vegetables, fresh n.e.c.                                                                                                  ",         14119.5, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, "Other vegetables, fresh n.e.c.                                                                                                  ",         14212.5, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, "Other vegetables, fresh n.e.c.                                                                                                  ",         14160.5, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, "Other vegetables, fresh n.e.c.                                                                                                  ",         14268.0, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, "Other vegetables, fresh n.e.c.                                                                                                  ",         14293.7, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, "Other vegetables, fresh n.e.c.                                                                                                  ",         14386.5, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Papayas                                                                                                                           ,         40893.4, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Papayas                                                                                                                           ,         39584.9, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Papayas                                                                                                                           ,         37965.1, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Papayas                                                                                                                           ,         40772.7, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Papayas                                                                                                                           ,         41066.7, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Papayas                                                                                                                           ,         42286.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Papayas                                                                                                                           ,         42721.7, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Papayas                                                                                                                           ,         42931.8, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2017, Papayas                                                                                                                           ,         44328.4, 4.472613794301599 , 10.191874789441343,       51488.73,  17.21720552466991
2018, Papayas                                                                                                                           ,         43398.6, 3.989807157748437 ,  9.067654711355752,       45930.66,  24.063577136900626
2019, Papayas                                                                                                                           ,         40604.0, 4.676201355107714 , 11.032972340729101,       53832.43,  52.7271299513551
2020, Papayas                                                                                                                           ,         40704.2, 4.673185605713763 , 10.597684142419439,       51035.86,  56.78357201721454
2021, Papayas                                                                                                                           ,         37945.2, 4.50342180774749  ,  9.752263667206963,       50222.16, 122.47019279053086
2022, Papayas                                                                                                                           ,         35606.7, 4.8417415879183965, 11.416030339245731,       54823.04,  30.39448732668021
2023, Papayas                                                                                                                           ,         35405.4, 4.196803808525507 , 10.050079181186689,       48045.01,  99.49900506638716
2009, Peaches and nectarines                                                                                                            ,          6412.6, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Peaches and nectarines                                                                                                            ,          6594.6, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Peaches and nectarines                                                                                                            ,          6584.4, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Peaches and nectarines                                                                                                            ,          6666.7, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Peaches and nectarines                                                                                                            ,          6666.7, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Peaches and nectarines                                                                                                            ,          6878.3, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Peaches and nectarines                                                                                                            ,          7010.7, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Peaches and nectarines                                                                                                            ,          7113.3, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
2009, Pears                                                                                                                             ,          7515.9, 3.977649748513946 ,  9.869378184789209,       43495.6 ,   3.167083676268862
2010, Pears                                                                                                                             ,          7514.5, 4.824177380125087 , 10.094051337355248,       55535.93,  51.041490618485064
2011, Pears                                                                                                                             ,          7511.5, 4.105025191104934 ,  8.813380149209374,       47257.05,  15.314797602501738
2012, Pears                                                                                                                             ,          7508.0, 3.762024843641418 ,  8.157801210441407,       43308.43,   3.660174600416956
2013, Pears                                                                                                                             ,          7506.5, 4.44156532314107  ,  9.58267274963374 ,       51131.3 ,  39.3843372133426
2014, Pears                                                                                                                             ,          7490.5, 4.032843988881167 ,  9.888358522551   ,       46426.1 ,  20.912805767894373
2015, Pears                                                                                                                             ,          7214.3, 4.212624218207089 ,  9.924950150928971,       48495.73,  50.438757817929115
2016, Pears                                                                                                                             ,          8075.0, 4.10388637943016  ,  9.115403997500591,       47243.94,   0.24271282140375267
